"long","lat","disturb","rainann","soildepth","soilfert","tempann","topo","easting","northing","plot","Species","pres.abs","id"
152.1909,-28.8103,1,1028,970,1,153,27,-165256.642929984,6793923.61025985,92,"Corymbia.gummifera",0,730
152.1909,-28.8103,1,1028,970,1,153,27,-165256.642929984,6793923.61025985,92,"Corymbia.intermedia",0,731
152.1909,-28.8103,1,1028,970,1,153,27,-165256.642929984,6793923.61025985,92,"Eucalyptus.blakelyi",0,732
152.1909,-28.8103,1,1028,970,1,153,27,-165256.642929984,6793923.61025985,92,"Eucalyptus.carnea",0,733
152.1909,-28.8103,1,1028,970,1,153,27,-165256.642929984,6793923.61025985,92,"Eucalyptus.fastigata",1,734
152.1909,-28.8103,1,1028,970,1,153,27,-165256.642929984,6793923.61025985,92,"Eucalyptus.campanulata",0,735
152.1909,-28.8103,1,1028,970,1,153,27,-165256.642929984,6793923.61025985,92,"Eucalyptus.nova-anglica",0,736
152.1825,-28.8116,2,1126,1049,1,143,-10,-166071.086467458,6793731.65944006,93,"Angophora.costata",1,737
152.1825,-28.8116,2,1126,1049,1,143,-10,-166071.086467458,6793731.65944006,93,"Corymbia.gummifera",0,738
152.1825,-28.8116,2,1126,1049,1,143,-10,-166071.086467458,6793731.65944006,93,"Corymbia.intermedia",0,739
152.1825,-28.8116,2,1126,1049,1,143,-10,-166071.086467458,6793731.65944006,93,"Eucalyptus.blakelyi",0,740
152.1825,-28.8116,2,1126,1049,1,143,-10,-166071.086467458,6793731.65944006,93,"Eucalyptus.carnea",0,741
152.1825,-28.8116,2,1126,1049,1,143,-10,-166071.086467458,6793731.65944006,93,"Eucalyptus.fastigata",0,742
152.1825,-28.8116,2,1126,1049,1,143,-10,-166071.086467458,6793731.65944006,93,"Eucalyptus.campanulata",0,743
152.1825,-28.8116,2,1126,1049,1,143,-10,-166071.086467458,6793731.65944006,93,"Eucalyptus.nova-anglica",0,744
152.1771,-28.8136,2,1096,1090,1,142,-2,-166587.183178532,6793478.74731032,94,"Angophora.costata",1,745
152.1771,-28.8136,2,1096,1090,1,142,-2,-166587.183178532,6793478.74731032,94,"Corymbia.gummifera",0,746
152.1771,-28.8136,2,1096,1090,1,142,-2,-166587.183178532,6793478.74731032,94,"Corymbia.intermedia",0,747
152.1771,-28.8136,2,1096,1090,1,142,-2,-166587.183178532,6793478.74731032,94,"Eucalyptus.blakelyi",0,748
152.1771,-28.8136,2,1096,1090,1,142,-2,-166587.183178532,6793478.74731032,94,"Eucalyptus.carnea",0,749
152.1771,-28.8136,2,1096,1090,1,142,-2,-166587.183178532,6793478.74731032,94,"Eucalyptus.fastigata",0,750
152.1771,-28.8136,2,1096,1090,1,142,-2,-166587.183178532,6793478.74731032,94,"Eucalyptus.campanulata",0,751
152.1771,-28.8136,2,1096,1090,1,142,-2,-166587.183178532,6793478.74731032,94,"Eucalyptus.nova-anglica",0,752
152.7407,-28.8147,3,1366,1059,5,168,-8,-111394.590483195,6796406.42801846,95,"Angophora.costata",0,753
152.7407,-28.8147,3,1366,1059,5,168,-8,-111394.590483195,6796406.42801846,95,"Corymbia.gummifera",0,754
152.7407,-28.8147,3,1366,1059,5,168,-8,-111394.590483195,6796406.42801846,95,"Corymbia.intermedia",0,755
152.7407,-28.8147,3,1366,1059,5,168,-8,-111394.590483195,6796406.42801846,95,"Eucalyptus.blakelyi",0,756
152.7407,-28.8147,3,1366,1059,5,168,-8,-111394.590483195,6796406.42801846,95,"Eucalyptus.carnea",0,757
152.7407,-28.8147,3,1366,1059,5,168,-8,-111394.590483195,6796406.42801846,95,"Eucalyptus.fastigata",0,758
152.7407,-28.8147,3,1366,1059,5,168,-8,-111394.590483195,6796406.42801846,95,"Eucalyptus.campanulata",0,759
152.7407,-28.8147,3,1366,1059,5,168,-8,-111394.590483195,6796406.42801846,95,"Eucalyptus.nova-anglica",0,760
152.2831,-28.8208,2,1200,1080,2,159,-10,-156159.944402817,6793272.12968704,96,"Angophora.costata",0,761
152.2831,-28.8208,2,1200,1080,2,159,-10,-156159.944402817,6793272.12968704,96,"Corymbia.gummifera",0,762
152.2831,-28.8208,2,1200,1080,2,159,-10,-156159.944402817,6793272.12968704,96,"Corymbia.intermedia",0,763
152.2831,-28.8208,2,1200,1080,2,159,-10,-156159.944402817,6793272.12968704,96,"Eucalyptus.blakelyi",0,764
152.2831,-28.8208,2,1200,1080,2,159,-10,-156159.944402817,6793272.12968704,96,"Eucalyptus.carnea",0,765
152.2831,-28.8208,2,1200,1080,2,159,-10,-156159.944402817,6793272.12968704,96,"Eucalyptus.fastigata",1,766
152.2831,-28.8208,2,1200,1080,2,159,-10,-156159.944402817,6793272.12968704,96,"Eucalyptus.campanulata",1,767
152.2831,-28.8208,2,1200,1080,2,159,-10,-156159.944402817,6793272.12968704,96,"Eucalyptus.nova-anglica",0,768
152.7397,-28.8211,2,1328,1049,5,168,18,-111454.862006198,6795689.92520129,97,"Angophora.costata",0,769
152.7397,-28.8211,2,1328,1049,5,168,18,-111454.862006198,6795689.92520129,97,"Corymbia.gummifera",0,770
152.7397,-28.8211,2,1328,1049,5,168,18,-111454.862006198,6795689.92520129,97,"Corymbia.intermedia",0,771
152.7397,-28.8211,2,1328,1049,5,168,18,-111454.862006198,6795689.92520129,97,"Eucalyptus.blakelyi",0,772
152.7397,-28.8211,2,1328,1049,5,168,18,-111454.862006198,6795689.92520129,97,"Eucalyptus.carnea",0,773
152.7397,-28.8211,2,1328,1049,5,168,18,-111454.862006198,6795689.92520129,97,"Eucalyptus.fastigata",0,774
152.7397,-28.8211,2,1328,1049,5,168,18,-111454.862006198,6795689.92520129,97,"Eucalyptus.campanulata",0,775
152.7397,-28.8211,2,1328,1049,5,168,18,-111454.862006198,6795689.92520129,97,"Eucalyptus.nova-anglica",0,776
152.1729,-28.8255,3,1118,1049,1,140,8,-166922.179434764,6792131.58934174,98,"Angophora.costata",1,777
152.1729,-28.8255,3,1118,1049,1,140,8,-166922.179434764,6792131.58934174,98,"Corymbia.gummifera",0,778
152.1729,-28.8255,3,1118,1049,1,140,8,-166922.179434764,6792131.58934174,98,"Corymbia.intermedia",0,779
152.1729,-28.8255,3,1118,1049,1,140,8,-166922.179434764,6792131.58934174,98,"Eucalyptus.blakelyi",0,780
152.1729,-28.8255,3,1118,1049,1,140,8,-166922.179434764,6792131.58934174,98,"Eucalyptus.carnea",0,781
152.1729,-28.8255,3,1118,1049,1,140,8,-166922.179434764,6792131.58934174,98,"Eucalyptus.fastigata",0,782
152.1729,-28.8255,3,1118,1049,1,140,8,-166922.179434764,6792131.58934174,98,"Eucalyptus.campanulata",0,783
152.1729,-28.8255,3,1118,1049,1,140,8,-166922.179434764,6792131.58934174,98,"Eucalyptus.nova-anglica",0,784
152.1785,-28.8289,3,1114,1080,1,140,21,-166351.927639955,6791785.11656497,99,"Angophora.costata",0,785
152.1785,-28.8289,3,1114,1080,1,140,21,-166351.927639955,6791785.11656497,99,"Corymbia.gummifera",0,786
152.1785,-28.8289,3,1114,1080,1,140,21,-166351.927639955,6791785.11656497,99,"Corymbia.intermedia",0,787
152.1785,-28.8289,3,1114,1080,1,140,21,-166351.927639955,6791785.11656497,99,"Eucalyptus.blakelyi",0,788
152.1785,-28.8289,3,1114,1080,1,140,21,-166351.927639955,6791785.11656497,99,"Eucalyptus.carnea",0,789
152.1785,-28.8289,3,1114,1080,1,140,21,-166351.927639955,6791785.11656497,99,"Eucalyptus.fastigata",0,790
152.1785,-28.8289,3,1114,1080,1,140,21,-166351.927639955,6791785.11656497,99,"Eucalyptus.campanulata",0,791
152.1785,-28.8289,3,1114,1080,1,140,21,-166351.927639955,6791785.11656497,99,"Eucalyptus.nova-anglica",0,792
152.7376,-28.831,3,1204,1100,2,177,21,-111602.191006783,6794578.71589806,100,"Angophora.costata",0,793
152.7376,-28.831,3,1204,1100,2,177,21,-111602.191006783,6794578.71589806,100,"Corymbia.gummifera",0,794
152.7376,-28.831,3,1204,1100,2,177,21,-111602.191006783,6794578.71589806,100,"Corymbia.intermedia",0,795
152.7376,-28.831,3,1204,1100,2,177,21,-111602.191006783,6794578.71589806,100,"Eucalyptus.blakelyi",0,796
152.7376,-28.831,3,1204,1100,2,177,21,-111602.191006783,6794578.71589806,100,"Eucalyptus.carnea",0,797
152.7376,-28.831,3,1204,1100,2,177,21,-111602.191006783,6794578.71589806,100,"Eucalyptus.fastigata",0,798
152.7376,-28.831,3,1204,1100,2,177,21,-111602.191006783,6794578.71589806,100,"Eucalyptus.campanulata",0,799
152.7376,-28.831,3,1204,1100,2,177,21,-111602.191006783,6794578.71589806,100,"Eucalyptus.nova-anglica",0,800
152.2761,-28.8317,3,1144,1019,2,158,32,-156776.545239569,6792021.11247798,101,"Angophora.costata",0,801
152.2761,-28.8317,3,1144,1019,2,158,32,-156776.545239569,6792021.11247798,101,"Corymbia.gummifera",0,802
152.2761,-28.8317,3,1144,1019,2,158,32,-156776.545239569,6792021.11247798,101,"Corymbia.intermedia",0,803
152.2761,-28.8317,3,1144,1019,2,158,32,-156776.545239569,6792021.11247798,101,"Eucalyptus.blakelyi",0,804
152.2761,-28.8317,3,1144,1019,2,158,32,-156776.545239569,6792021.11247798,101,"Eucalyptus.carnea",0,805
152.2761,-28.8317,3,1144,1019,2,158,32,-156776.545239569,6792021.11247798,101,"Eucalyptus.fastigata",0,806
152.2761,-28.8317,3,1144,1019,2,158,32,-156776.545239569,6792021.11247798,101,"Eucalyptus.campanulata",1,807
152.2761,-28.8317,3,1144,1019,2,158,32,-156776.545239569,6792021.11247798,101,"Eucalyptus.nova-anglica",0,808
152.7335,-28.8319,3,1216,1039,2,177,6,-111998.169061104,6794457.44211646,102,"Angophora.costata",0,809
152.7335,-28.8319,3,1216,1039,2,177,6,-111998.169061104,6794457.44211646,102,"Corymbia.gummifera",0,810
152.7335,-28.8319,3,1216,1039,2,177,6,-111998.169061104,6794457.44211646,102,"Corymbia.intermedia",0,811
152.7335,-28.8319,3,1216,1039,2,177,6,-111998.169061104,6794457.44211646,102,"Eucalyptus.blakelyi",0,812
152.7335,-28.8319,3,1216,1039,2,177,6,-111998.169061104,6794457.44211646,102,"Eucalyptus.carnea",0,813
152.7335,-28.8319,3,1216,1039,2,177,6,-111998.169061104,6794457.44211646,102,"Eucalyptus.fastigata",0,814
152.7335,-28.8319,3,1216,1039,2,177,6,-111998.169061104,6794457.44211646,102,"Eucalyptus.campanulata",0,815
152.7335,-28.8319,3,1216,1039,2,177,6,-111998.169061104,6794457.44211646,102,"Eucalyptus.nova-anglica",0,816
152.7366,-28.8337,3,1178,1090,2,179,-2,-111684.178572078,6794273.4439601,103,"Angophora.costata",0,817
152.7366,-28.8337,3,1178,1090,2,179,-2,-111684.178572078,6794273.4439601,103,"Corymbia.gummifera",0,818
152.7366,-28.8337,3,1178,1090,2,179,-2,-111684.178572078,6794273.4439601,103,"Corymbia.intermedia",0,819
152.7366,-28.8337,3,1178,1090,2,179,-2,-111684.178572078,6794273.4439601,103,"Eucalyptus.blakelyi",0,820
152.7366,-28.8337,3,1178,1090,2,179,-2,-111684.178572078,6794273.4439601,103,"Eucalyptus.carnea",0,821
152.7366,-28.8337,3,1178,1090,2,179,-2,-111684.178572078,6794273.4439601,103,"Eucalyptus.fastigata",0,822
152.7366,-28.8337,3,1178,1090,2,179,-2,-111684.178572078,6794273.4439601,103,"Eucalyptus.campanulata",0,823
152.7366,-28.8337,3,1178,1090,2,179,-2,-111684.178572078,6794273.4439601,103,"Eucalyptus.nova-anglica",0,824
152.2589,-28.8391,3,1076,1049,2,163,-7,-158413.856131047,6791102.33676265,104,"Angophora.costata",0,825
152.2589,-28.8391,3,1076,1049,2,163,-7,-158413.856131047,6791102.33676265,104,"Corymbia.gummifera",0,826
152.2589,-28.8391,3,1076,1049,2,163,-7,-158413.856131047,6791102.33676265,104,"Corymbia.intermedia",0,827
152.2589,-28.8391,3,1076,1049,2,163,-7,-158413.856131047,6791102.33676265,104,"Eucalyptus.blakelyi",0,828
152.2589,-28.8391,3,1076,1049,2,163,-7,-158413.856131047,6791102.33676265,104,"Eucalyptus.carnea",0,829
152.2589,-28.8391,3,1076,1049,2,163,-7,-158413.856131047,6791102.33676265,104,"Eucalyptus.fastigata",0,830
152.2589,-28.8391,3,1076,1049,2,163,-7,-158413.856131047,6791102.33676265,104,"Eucalyptus.campanulata",0,831
152.2589,-28.8391,3,1076,1049,2,163,-7,-158413.856131047,6791102.33676265,104,"Eucalyptus.nova-anglica",0,832
152.0692,-28.8398,1,1010,1080,1,136,-1,-176985.510395575,6789950.26653856,105,"Angophora.costata",1,833
152.0692,-28.8398,1,1010,1080,1,136,-1,-176985.510395575,6789950.26653856,105,"Corymbia.gummifera",0,834
152.0692,-28.8398,1,1010,1080,1,136,-1,-176985.510395575,6789950.26653856,105,"Corymbia.intermedia",0,835
152.0692,-28.8398,1,1010,1080,1,136,-1,-176985.510395575,6789950.26653856,105,"Eucalyptus.blakelyi",0,836
152.0692,-28.8398,1,1010,1080,1,136,-1,-176985.510395575,6789950.26653856,105,"Eucalyptus.carnea",0,837
152.0692,-28.8398,1,1010,1080,1,136,-1,-176985.510395575,6789950.26653856,105,"Eucalyptus.fastigata",0,838
152.0692,-28.8398,1,1010,1080,1,136,-1,-176985.510395575,6789950.26653856,105,"Eucalyptus.campanulata",0,839
152.0692,-28.8398,1,1010,1080,1,136,-1,-176985.510395575,6789950.26653856,105,"Eucalyptus.nova-anglica",0,840
152.7304,-28.8427,3,1158,1059,2,182,-11,-112237.959794969,6793240.99508252,106,"Angophora.costata",0,841
152.7304,-28.8427,3,1158,1059,2,182,-11,-112237.959794969,6793240.99508252,106,"Corymbia.gummifera",0,842
152.7304,-28.8427,3,1158,1059,2,182,-11,-112237.959794969,6793240.99508252,106,"Corymbia.intermedia",0,843
152.7304,-28.8427,3,1158,1059,2,182,-11,-112237.959794969,6793240.99508252,106,"Eucalyptus.blakelyi",0,844
152.7304,-28.8427,3,1158,1059,2,182,-11,-112237.959794969,6793240.99508252,106,"Eucalyptus.carnea",0,845
152.7304,-28.8427,3,1158,1059,2,182,-11,-112237.959794969,6793240.99508252,106,"Eucalyptus.fastigata",0,846
152.7304,-28.8427,3,1158,1059,2,182,-11,-112237.959794969,6793240.99508252,106,"Eucalyptus.campanulata",0,847
152.7304,-28.8427,3,1158,1059,2,182,-11,-112237.959794969,6793240.99508252,106,"Eucalyptus.nova-anglica",0,848
152.3073,-28.8459,2,1136,959,2,167,26,-153632.145811622,6790615.42654774,107,"Angophora.costata",0,849
152.3073,-28.8459,2,1136,959,2,167,26,-153632.145811622,6790615.42654774,107,"Corymbia.gummifera",0,850
152.3073,-28.8459,2,1136,959,2,167,26,-153632.145811622,6790615.42654774,107,"Corymbia.intermedia",0,851
152.3073,-28.8459,2,1136,959,2,167,26,-153632.145811622,6790615.42654774,107,"Eucalyptus.blakelyi",0,852
152.3073,-28.8459,2,1136,959,2,167,26,-153632.145811622,6790615.42654774,107,"Eucalyptus.carnea",0,853
152.3073,-28.8459,2,1136,959,2,167,26,-153632.145811622,6790615.42654774,107,"Eucalyptus.fastigata",0,854
152.3073,-28.8459,2,1136,959,2,167,26,-153632.145811622,6790615.42654774,107,"Eucalyptus.campanulata",1,855
152.3073,-28.8459,2,1136,959,2,167,26,-153632.145811622,6790615.42654774,107,"Eucalyptus.nova-anglica",0,856
152.2165,-28.8517,2,1004,1070,1,162,-6,-162485.085331097,6789463.66462053,108,"Angophora.costata",0,857
152.2165,-28.8517,2,1004,1070,1,162,-6,-162485.085331097,6789463.66462053,108,"Corymbia.gummifera",0,858
152.2165,-28.8517,2,1004,1070,1,162,-6,-162485.085331097,6789463.66462053,108,"Corymbia.intermedia",0,859
152.2165,-28.8517,2,1004,1070,1,162,-6,-162485.085331097,6789463.66462053,108,"Eucalyptus.blakelyi",0,860
152.2165,-28.8517,2,1004,1070,1,162,-6,-162485.085331097,6789463.66462053,108,"Eucalyptus.carnea",0,861
152.2165,-28.8517,2,1004,1070,1,162,-6,-162485.085331097,6789463.66462053,108,"Eucalyptus.fastigata",0,862
152.2165,-28.8517,2,1004,1070,1,162,-6,-162485.085331097,6789463.66462053,108,"Eucalyptus.campanulata",0,863
152.2165,-28.8517,2,1004,1070,1,162,-6,-162485.085331097,6789463.66462053,108,"Eucalyptus.nova-anglica",0,864
152.5724,-28.8658,4,1012,1019,2,188,-11,-127561.709902019,6789843.10814313,109,"Angophora.costata",0,865
152.5724,-28.8658,4,1012,1019,2,188,-11,-127561.709902019,6789843.10814313,109,"Corymbia.gummifera",0,866
152.5724,-28.8658,4,1012,1019,2,188,-11,-127561.709902019,6789843.10814313,109,"Corymbia.intermedia",0,867
152.5724,-28.8658,4,1012,1019,2,188,-11,-127561.709902019,6789843.10814313,109,"Eucalyptus.blakelyi",0,868
152.5724,-28.8658,4,1012,1019,2,188,-11,-127561.709902019,6789843.10814313,109,"Eucalyptus.carnea",0,869
152.5724,-28.8658,4,1012,1019,2,188,-11,-127561.709902019,6789843.10814313,109,"Eucalyptus.fastigata",0,870
152.5724,-28.8658,4,1012,1019,2,188,-11,-127561.709902019,6789843.10814313,109,"Eucalyptus.campanulata",0,871
152.5724,-28.8658,4,1012,1019,2,188,-11,-127561.709902019,6789843.10814313,109,"Eucalyptus.nova-anglica",0,872
152.0173,-28.8953,2,1086,939,1,128,1,-181703.375047209,6783477.736411,110,"Angophora.costata",1,873
152.0173,-28.8953,2,1086,939,1,128,1,-181703.375047209,6783477.736411,110,"Corymbia.gummifera",0,874
152.0173,-28.8953,2,1086,939,1,128,1,-181703.375047209,6783477.736411,110,"Corymbia.intermedia",0,875
152.0173,-28.8953,2,1086,939,1,128,1,-181703.375047209,6783477.736411,110,"Eucalyptus.blakelyi",0,876
152.0173,-28.8953,2,1086,939,1,128,1,-181703.375047209,6783477.736411,110,"Eucalyptus.carnea",0,877
152.0173,-28.8953,2,1086,939,1,128,1,-181703.375047209,6783477.736411,110,"Eucalyptus.fastigata",0,878
152.0173,-28.8953,2,1086,939,1,128,1,-181703.375047209,6783477.736411,110,"Eucalyptus.campanulata",0,879
152.0173,-28.8953,2,1086,939,1,128,1,-181703.375047209,6783477.736411,110,"Eucalyptus.nova-anglica",0,880
152.1569,-28.8972,3,1188,1049,1,134,-2,-168027.243625351,6784066.97971949,111,"Angophora.costata",1,881
152.1569,-28.8972,3,1188,1049,1,134,-2,-168027.243625351,6784066.97971949,111,"Corymbia.gummifera",0,882
152.1569,-28.8972,3,1188,1049,1,134,-2,-168027.243625351,6784066.97971949,111,"Corymbia.intermedia",0,883
152.1569,-28.8972,3,1188,1049,1,134,-2,-168027.243625351,6784066.97971949,111,"Eucalyptus.blakelyi",0,884
152.1569,-28.8972,3,1188,1049,1,134,-2,-168027.243625351,6784066.97971949,111,"Eucalyptus.carnea",0,885
152.1569,-28.8972,3,1188,1049,1,134,-2,-168027.243625351,6784066.97971949,111,"Eucalyptus.fastigata",0,886
152.1569,-28.8972,3,1188,1049,1,134,-2,-168027.243625351,6784066.97971949,111,"Eucalyptus.campanulata",0,887
152.1569,-28.8972,3,1188,1049,1,134,-2,-168027.243625351,6784066.97971949,111,"Eucalyptus.nova-anglica",0,888
152.2236,-28.8976,3,1160,1039,1,149,8,-161497.049007863,6784399.20439812,112,"Angophora.costata",1,889
152.2236,-28.8976,3,1160,1039,1,149,8,-161497.049007863,6784399.20439812,112,"Corymbia.gummifera",0,890
152.2236,-28.8976,3,1160,1039,1,149,8,-161497.049007863,6784399.20439812,112,"Corymbia.intermedia",0,891
152.2236,-28.8976,3,1160,1039,1,149,8,-161497.049007863,6784399.20439812,112,"Eucalyptus.blakelyi",0,892
152.2236,-28.8976,3,1160,1039,1,149,8,-161497.049007863,6784399.20439812,112,"Eucalyptus.carnea",0,893
152.2236,-28.8976,3,1160,1039,1,149,8,-161497.049007863,6784399.20439812,112,"Eucalyptus.fastigata",1,894
152.2236,-28.8976,3,1160,1039,1,149,8,-161497.049007863,6784399.20439812,112,"Eucalyptus.campanulata",0,895
152.2236,-28.8976,3,1160,1039,1,149,8,-161497.049007863,6784399.20439812,112,"Eucalyptus.nova-anglica",0,896
152.1814,-28.9159,3,1128,1080,1,143,-17,-165509.270653398,6782126.14693459,113,"Angophora.costata",1,897
152.1814,-28.9159,3,1128,1080,1,143,-17,-165509.270653398,6782126.14693459,113,"Corymbia.gummifera",0,898
152.1814,-28.9159,3,1128,1080,1,143,-17,-165509.270653398,6782126.14693459,113,"Corymbia.intermedia",0,899
152.1814,-28.9159,3,1128,1080,1,143,-17,-165509.270653398,6782126.14693459,113,"Eucalyptus.blakelyi",0,900
152.1814,-28.9159,3,1128,1080,1,143,-17,-165509.270653398,6782126.14693459,113,"Eucalyptus.carnea",0,901
152.1814,-28.9159,3,1128,1080,1,143,-17,-165509.270653398,6782126.14693459,113,"Eucalyptus.fastigata",0,902
152.1814,-28.9159,3,1128,1080,1,143,-17,-165509.270653398,6782126.14693459,113,"Eucalyptus.campanulata",0,903
152.1814,-28.9159,3,1128,1080,1,143,-17,-165509.270653398,6782126.14693459,113,"Eucalyptus.nova-anglica",0,904
152.1516,-28.917,2,1186,1100,1,136,-3,-168418.105319214,6781834.8414408,114,"Angophora.costata",0,905
152.1516,-28.917,2,1186,1100,1,136,-3,-168418.105319214,6781834.8414408,114,"Corymbia.gummifera",0,906
152.1516,-28.917,2,1186,1100,1,136,-3,-168418.105319214,6781834.8414408,114,"Corymbia.intermedia",0,907
152.1516,-28.917,2,1186,1100,1,136,-3,-168418.105319214,6781834.8414408,114,"Eucalyptus.blakelyi",0,908
152.1516,-28.917,2,1186,1100,1,136,-3,-168418.105319214,6781834.8414408,114,"Eucalyptus.carnea",0,909
152.1516,-28.917,2,1186,1100,1,136,-3,-168418.105319214,6781834.8414408,114,"Eucalyptus.fastigata",0,910
152.1516,-28.917,2,1186,1100,1,136,-3,-168418.105319214,6781834.8414408,114,"Eucalyptus.campanulata",0,911
152.1516,-28.917,2,1186,1100,1,136,-3,-168418.105319214,6781834.8414408,114,"Eucalyptus.nova-anglica",0,912
152.2952,-28.917,2,1318,1090,2,158,1,-154367.834259831,6782642.19648714,115,"Angophora.costata",1,913
152.2952,-28.917,2,1318,1090,2,158,1,-154367.834259831,6782642.19648714,115,"Corymbia.gummifera",0,914
152.2952,-28.917,2,1318,1090,2,158,1,-154367.834259831,6782642.19648714,115,"Corymbia.intermedia",0,915
152.2952,-28.917,2,1318,1090,2,158,1,-154367.834259831,6782642.19648714,115,"Eucalyptus.blakelyi",0,916
152.2952,-28.917,2,1318,1090,2,158,1,-154367.834259831,6782642.19648714,115,"Eucalyptus.carnea",0,917
152.2952,-28.917,2,1318,1090,2,158,1,-154367.834259831,6782642.19648714,115,"Eucalyptus.fastigata",0,918
152.2952,-28.917,2,1318,1090,2,158,1,-154367.834259831,6782642.19648714,115,"Eucalyptus.campanulata",1,919
152.2952,-28.917,2,1318,1090,2,158,1,-154367.834259831,6782642.19648714,115,"Eucalyptus.nova-anglica",0,920
152.1377,-28.9221,2,1134,1080,1,135,2,-169745.231814971,6781188.56690735,116,"Angophora.costata",0,921
152.1377,-28.9221,2,1134,1080,1,135,2,-169745.231814971,6781188.56690735,116,"Corymbia.gummifera",0,922
152.1377,-28.9221,2,1134,1080,1,135,2,-169745.231814971,6781188.56690735,116,"Corymbia.intermedia",0,923
152.1377,-28.9221,2,1134,1080,1,135,2,-169745.231814971,6781188.56690735,116,"Eucalyptus.blakelyi",0,924
152.1377,-28.9221,2,1134,1080,1,135,2,-169745.231814971,6781188.56690735,116,"Eucalyptus.carnea",0,925
152.1377,-28.9221,2,1134,1080,1,135,2,-169745.231814971,6781188.56690735,116,"Eucalyptus.fastigata",0,926
152.1377,-28.9221,2,1134,1080,1,135,2,-169745.231814971,6781188.56690735,116,"Eucalyptus.campanulata",0,927
152.1377,-28.9221,2,1134,1080,1,135,2,-169745.231814971,6781188.56690735,116,"Eucalyptus.nova-anglica",0,928
152.2822,-28.9241,2,1290,1100,2,153,16,-155594.729227619,6781780.31589502,117,"Angophora.costata",1,929
152.2822,-28.9241,2,1290,1100,2,153,16,-155594.729227619,6781780.31589502,117,"Corymbia.gummifera",0,930
152.2822,-28.9241,2,1290,1100,2,153,16,-155594.729227619,6781780.31589502,117,"Corymbia.intermedia",0,931
152.2822,-28.9241,2,1290,1100,2,153,16,-155594.729227619,6781780.31589502,117,"Eucalyptus.blakelyi",0,932
152.2822,-28.9241,2,1290,1100,2,153,16,-155594.729227619,6781780.31589502,117,"Eucalyptus.carnea",0,933
152.2822,-28.9241,2,1290,1100,2,153,16,-155594.729227619,6781780.31589502,117,"Eucalyptus.fastigata",1,934
152.2822,-28.9241,2,1290,1100,2,153,16,-155594.729227619,6781780.31589502,117,"Eucalyptus.campanulata",1,935
152.2822,-28.9241,2,1290,1100,2,153,16,-155594.729227619,6781780.31589502,117,"Eucalyptus.nova-anglica",0,936
152.1711,-28.9244,3,1174,1070,1,137,-10,-166462.370573662,6781122.52872833,118,"Angophora.costata",1,937
152.1711,-28.9244,3,1174,1070,1,137,-10,-166462.370573662,6781122.52872833,118,"Corymbia.gummifera",0,938
152.1711,-28.9244,3,1174,1070,1,137,-10,-166462.370573662,6781122.52872833,118,"Corymbia.intermedia",0,939
152.1711,-28.9244,3,1174,1070,1,137,-10,-166462.370573662,6781122.52872833,118,"Eucalyptus.blakelyi",0,940
152.1711,-28.9244,3,1174,1070,1,137,-10,-166462.370573662,6781122.52872833,118,"Eucalyptus.carnea",0,941
152.1711,-28.9244,3,1174,1070,1,137,-10,-166462.370573662,6781122.52872833,118,"Eucalyptus.fastigata",0,942
152.1711,-28.9244,3,1174,1070,1,137,-10,-166462.370573662,6781122.52872833,118,"Eucalyptus.campanulata",0,943
152.1711,-28.9244,3,1174,1070,1,137,-10,-166462.370573662,6781122.52872833,118,"Eucalyptus.nova-anglica",0,944
152.1828,-28.9249,3,1118,1000,1,143,11,-165314.415310195,6781133.17309759,119,"Angophora.costata",1,945
152.1828,-28.9249,3,1118,1000,1,143,11,-165314.415310195,6781133.17309759,119,"Corymbia.gummifera",0,946
152.1828,-28.9249,3,1118,1000,1,143,11,-165314.415310195,6781133.17309759,119,"Corymbia.intermedia",0,947
152.1828,-28.9249,3,1118,1000,1,143,11,-165314.415310195,6781133.17309759,119,"Eucalyptus.blakelyi",0,948
152.1828,-28.9249,3,1118,1000,1,143,11,-165314.415310195,6781133.17309759,119,"Eucalyptus.carnea",0,949
152.1828,-28.9249,3,1118,1000,1,143,11,-165314.415310195,6781133.17309759,119,"Eucalyptus.fastigata",0,950
152.1828,-28.9249,3,1118,1000,1,143,11,-165314.415310195,6781133.17309759,119,"Eucalyptus.campanulata",0,951
152.1828,-28.9249,3,1118,1000,1,143,11,-165314.415310195,6781133.17309759,119,"Eucalyptus.nova-anglica",0,952
152.1187,-28.9276,2,1104,1039,1,135,2,-171568.647417151,6780468.50489276,120,"Angophora.costata",1,953
152.1187,-28.9276,2,1104,1039,1,135,2,-171568.647417151,6780468.50489276,120,"Corymbia.gummifera",0,954
152.1187,-28.9276,2,1104,1039,1,135,2,-171568.647417151,6780468.50489276,120,"Corymbia.intermedia",0,955
152.1187,-28.9276,2,1104,1039,1,135,2,-171568.647417151,6780468.50489276,120,"Eucalyptus.blakelyi",0,956
152.1187,-28.9276,2,1104,1039,1,135,2,-171568.647417151,6780468.50489276,120,"Eucalyptus.carnea",0,957
152.1187,-28.9276,2,1104,1039,1,135,2,-171568.647417151,6780468.50489276,120,"Eucalyptus.fastigata",0,958
152.1187,-28.9276,2,1104,1039,1,135,2,-171568.647417151,6780468.50489276,120,"Eucalyptus.campanulata",0,959
